¦¸¼Æ,time
Our
100,flows
63,982
64,949
65,981
66,911
67,1054
68,1129
69,1039
70,994
71,992
72,914
73,1078
74,982
75,1054
76,1027
77,928
78,940
79,932
80,998
81,941
82,993
83,894
84,1009
85,964
86,1010
87,1071
88,952
89,887
90,976
91,960
92,1098
93,997
94,929
95,1126
96,1000
97,884
98,976
99,1027
100,1105
220,flows
1,1390
2,1088
3,1313
4,1011
5,840
6,735
7,1278
8,1235
9,741
10,1291
11,1315
12,980
13,1317
14,1406
15,1016
16,1244
17,1234
18,1242
19,994
20,1061
21,773
22,1283
23,1357
24,1172
25,1373
26,1076
27,1391
28,1124
29,1177
30,1300
31,1103
32,1037
33,1306
34,1085
35,1350
36,1401
37,1025
38,981
39,1247
40,1182
41,602
42,1329
43,676
44,1206
45,741
46,1194
47,1066
48,1131
49,896
50,772
51,1170
52,1285
53,701
54,1247
55,1284
56,1145
57,1276
58,1157
59,1271
60,1078
61,1120
62,1177
63,1264
64,1229
65,1100
66,1207
67,1164
68,1354
69,1073
70,1169
71,1105
72,1233
73,1143
74,1159
75,1114
76,1089
77,1024
78,1031
79,1196
80,1198
81,1214
82,1217
83,1025
84,1147
85,1237
86,1150
87,1075
88,1255
89,1021
90,1133
91,1160
92,1194
93,1196
94,1402
95,1135
96,1178
97,1060
98,1153
99,1206
100,1182
260,flows
1,1495
2,989
3,708
4,1252
5,1353
6,886
7,1102
8,950
9,1501
10,901
11,1222
12,999
13,968
14,1445
15,855
16,932
17,1380
18,1342
19,1139
20,674
21,1233
22,748
23,1109
24,823
25,1116
26,1534
27,1206
28,634
29,1121
30,1143
31,1398
32,1496
33,762
34,1236
35,1105
36,1176
37,991
38,1258
39,853
40,1590
41,1341
42,916
43,1221
44,651
45,1299
46,805
47,1270
48,888
49,651
50,1307
51,791
52,1121
53,1161
54,1319
55,1362
56,1421
57,1298
58,1219
59,1299
60,1266
61,1515
62,1312
63,1282
64,1396
65,1271
66,1359
67,1235
68,1388
69,1242
70,1339
71,1375
72,1354
73,1550
74,1529
75,1449
76,1291
77,1398
78,1426
79,1400
80,1343
81,1512
82,1499
83,1367
84,1300
85,1312
86,1252
87,1400
88,1431
89,1414
90,1575
91,1243
92,1277
93,1315
94,1409
95,1529
96,1387
97,1400
98,1346
99,1385
100,1333
Deadline_based
100,flows
1,635
2,569
3,612
4,575
5,630
6,558
7,705
8,604
9,640
10,612
11,609
12,696
13,616
14,660
15,597
16,752
17,662
18,610
19,632
20,640
21,730
22,555
23,660
24,622
25,564
26,677
27,590
28,645
29,666
30,681
31,631
32,666
33,560
34,605
35,653
36,675
37,589
38,626
39,641
40,625
41,637
42,638
43,640
44,656
45,680
46,658
47,736
48,586
49,589
50,557
51,995
52,562
53,632
54,603
55,618
56,560
57,664
58,618
59,602
60,660
61,614
62,620
63,667
64,726
65,641
66,584
67,638
68,557
69,593
70,634
71,628
72,556
73,633
74,637
75,607
76,651
77,589
78,639
79,625
80,650
81,731
82,512
83,616
84,612
85,668
86,626
87,734
88,638
89,539
90,661
91,547
92,612
93,721
94,604
95,516
96,688
97,584
98,642
99,581
100,616
140,flows
1,726
2,847
3,817
4,905
5,807
6,783
7,837
8,918
9,829
10,886
11,784
12,1058
13,854
14,859
15,843
16,826
17,822
18,1500
19,944
20,864
21,782
22,803
23,733
24,1415
25,903
26,743
27,928
28,924
29,840
30,829
31,807
32,775
33,775
34,1247
35,917
36,807
37,849
38,925
39,753
40,1234
41,913
42,618
43,1180
44,624
45,833
46,769
47,848
48,851
49,1253
50,831
51,935
52,789
53,833
54,1037
55,786
56,725
57,773
58,827
59,816
60,769
61,787
62,805
63,837
64,767
65,809
66,767
67,900
68,777
69,887
70,810
71,869
72,808
73,800
74,725
75,783
76,798
77,694
78,754
79,796
80,807
81,780
82,938
83,759
84,708
85,912
86,1017
87,934
88,834
89,748
90,856
91,748
92,795
93,856
94,792
95,740
96,757
97,852
98,764
99,762
100,823
180,flows
1,1016
2,1010
3,973
4,1021
5,1481
6,1316
7,700
8,1098
9,1364
10,1066
11,1104
12,1180
13,871
14,985
15,1328
16,1097
17,831
18,803
19,1471
20,1311
21,1511
22,817
23,1124
24,580
25,940
26,592
27,1068
28,848
29,958
30,1080
31,674
32,781
33,1024
34,1030
35,992
36,1013
37,857
38,976
39,1006
40,1022
41,1361
42,976
43,1566
44,1010
45,1165
46,1066
47,1378
48,604
49,1029
50,1256
51,1362
52,768
53,1190
54,1382
55,1135
56,1022
57,979
58,909
59,1080
60,1057
61,938
62,955
63,974
64,973
65,992
66,908
67,1087
68,1127
69,1091
70,994
71,942
72,1018
73,1242
74,998
75,1158
76,1034
77,925
78,958
79,996
80,1030
81,990
82,991
83,930
84,998
85,993
86,1037
87,1084
88,968
89,953
90,1025
91,983
92,1149
93,981
94,919
95,1109
96,982
97,900
98,975
99,1022
100,1092
220,flows
1,1372
2,1097
3,1362
4,1166
5,865
6,791
7,1308
8,1299
9,857
10,1264
11,1292
12,969
13,1326
14,1390
15,1024
16,1363
17,1265
18,1269
19,1036
20,1115
21,841
22,1290
23,1374
24,1163
25,1375
26,1109
27,1374
28,1204
29,856
30,1359
31,1123
32,1081
33,1315
34,1087
35,1435
36,1385
37,1303
38,949
39,1292
40,1196
41,598
42,1387
43,707
44,1241
45,719
46,1235
47,1080
48,1196
49,921
50,788
51,1210
52,1521
53,728
54,1288
55,1300
56,1133
57,1284
58,1164
59,1255
60,1121
61,1157
62,1194
63,1261
64,1260
65,1123
66,1221
67,1211
68,1372
69,1128
70,1241
71,1101
72,1233
73,1198
74,1185
75,1141
76,1150
77,1052
78,1079
79,1185
80,1185
81,1170
82,1274
83,1080
84,1128
85,1164
86,1177
87,1118
88,1254
89,1126
90,1143
91,1193
92,1113
93,1264
94,1411
95,1241
96,1228
97,1072
98,1167
99,1238
100,1217
260,flows
1,1537
2,974
3,707
4,1241
5,646
6,906
7,1132
8,971
9,1413
10,938
11,1270
12,1013
13,998
14,1513
15,846
16,1149
17,1427
18,1384
19,1164
20,734
21,1345
22,742
23,1137
24,879
25,1140
26,1569
27,1285
28,614
29,1131
30,1152
31,1366
32,1469
33,838
34,1224
35,1124
36,1204
37,1040
38,1358
39,1070
40,1627
41,1390
42,852
43,1237
44,739
45,1299
46,842
47,1308
48,898
49,656
50,1329
51,1045
52,1174
53,1089
54,1336
55,1411
56,1438
57,1303
58,1337
59,1389
60,1276
61,1546
62,1392
63,1341
64,1367
65,1248
66,1332
67,1291
68,1413
69,1276
70,1337
71,1412
72,1352
73,1567
74,1522
75,1526
76,1346
77,1383
78,1441
79,1402
80,1384
81,1546
82,1496
83,1366
84,1316
85,1335
86,1264
87,1405
88,1405
89,1413
90,1557
91,1289
92,1277
93,1375
94,1501
95,1537
96,1351
97,1403
98,1315
99,1468
100,1353
